rate_id,rate_date,rate_title,rate_value,traveller_type,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_beverage,ground_service,value_for_money,recommended
David Ellis,26th November 2019,"""inflight service was distinctly average""",7,Couple Leisure,Business Class,London to Johannesburg,November 2019,3,3,3,3,3,yes
R Garejal,25th November 2019,"""delayed due to maintenance""",3,Business,Premium Economy,London to Bangalore,November 2019,4,4,2,2,2,no
Dianne Morgan,24th November 2019,"""cabin crew were so kind""",10,Solo Leisure,Economy Class,London to Sydney via Singapore,November 2019,5,5,3,5,5,yes
M Vanson,24th November 2019,"""Will never fly BA again""",1,Solo Leisure,Economy Class,Lisbon to London,November 2019,1,0,0,1,1,no
Robert Davis,20th November 2019,"""very disappointed with the service they provide""",3,Solo Leisure,Economy Class,London Heathrow to Glasgow,November 2019,4,3,0,4,2,no
A Maharif,19th November 2019,"""Surprisingly good flight""",9,Family Leisure,Economy Class,doha to londonDoha to London,November 2019,5,5,4,5,5,yes
Sonia Mapp,18th November 2019,"""plane was old and cramped""",4,Family Leisure,Economy Class,London to Buenos Aires,November 2019,2,3,2,3,2,no
D Hinton,18th November 2019,"""Movie selection below average""",5,Couple Leisure,Economy Class,San Francisco to London,November 2019,4,2,3,3,3,no
Darren Haynes,18th November 2019,"""What a disappointment of an airline""",1,Business,Business Class,Sydney to Singapore,November 2019,1,1,1,2,1,no
D Anderson,18th November 2019,"""I begrudge flying with them""",1,Family Leisure,Economy Class,London to Mauritius,November 2019,1,4,1,1,2,no
Carol Lemmens,17th November 2019,"""excellent premium host service""",10,Business,Business Class,Los Angeles to Amsterdam via London,November 2019,5,5,5,5,5,yes
J Cohlen,16th November 2019,"""a remarkably bad experience""",2,Solo Leisure,Economy Class,London to Vancouver,November 2019,2,2,2,2,3,no
L Benaud,16th November 2019,"""It used to be a good airline""",2,Couple Leisure,Economy Class,New York to Paris via London,November 2019,1,1,1,1,1,no
M Beale,13th November 2019,"""left a great deal to be desired""",2,Couple Leisure,Business Class,London Heathrow to Lisbon,November 2019,4,1,2,5,2,no
D Wheeler,13th November 2019,"""Food was fairly good both ways""",9,Solo Leisure,Economy Class,London to Boston,November 2019,4,4,4,4,3,yes
C Irving,12th November 2019,"""a very friendly and welcoming crew""",9,Business,Economy Class,Tirana to London,November 2019,4,5,3,5,5,yes
Bradley Burrows,11th November 2019,"""Great service on this flight""",10,Solo Leisure,Economy Class,Gatwick to St Lucia,November 2019,5,5,5,5,5,yes
Alison Barnes,11th November 2019,"""They were friendly, welcoming""",10,Family Leisure,Economy Class,London to Singapore,November 2019,4,5,4,5,4,yes
I Polson,10th November 2019,"""find an alternative airline""",3,Solo Leisure,Economy Class,London to San Francisco,November 2019,1,4,3,4,2,no
Geoffrey Carver,10th November 2019,"""pleased with all aspects""",9,Couple Leisure,Business Class,Gatwick to Venice,September 2019,4,5,4,5,4,yes
Paul Coffey,7th November 2019,"""still awaiting a refund""",1,Couple Leisure,Economy Class,Bordeaux to Gatwick,September 2019,0,0,0,0,1,no
M Keale,2nd November 2019,"""loved every minute of the flight""",10,Couple Leisure,Business Class,Seychelles to London,October 2019,5,5,5,4,5,yes
O Robins,2nd November 2019,"""don’t trust BA with your loved ones""",1,Couple Leisure,Economy Class,London to Belfast,October 2019,3,2,0,1,2,no
W Lang,31st October 2019,"""downgraded to premium economy""",1,Business,Premium Economy,London to Cape Town,October 2019,0,0,0,1,1,no
I Davis,31st October 2019,"""seems they were understaffed""",5,Couple Leisure,Business Class,San Jose to London,October 2019,2,4,4,3,2,no
Alan Lyall,31st October 2019,"""offering an ultra low cost service""",4,Solo Leisure,Economy Class,London Heathrow to Edinburgh,October 2019,1,3,1,3,3,yes
E Smyth,30th October 2019,"""Food was fine and service friendly""",8,Family Leisure,Economy Class,Gatwick to Barbados,October 2019,4,4,4,5,5,yes
Shayna Jewell,30th October 2019,"""Service was fantastic""",9,Couple Leisure,Economy Class,Toronto to London,October 2019,3,5,5,5,5,yes
Nasir Uddin,29th October 2019,"""check in counter was closed""",1,Solo Leisure,Economy Class,Jeddah to London,October 2019,1,1,1,1,1,no
J Michel,29th October 2019,"""no free food nor drink""",3,Business,Economy Class,Zurich to London,October 2019,1,1,0,2,3,no
Caleb Lowe,29th October 2019,"""we had an excellent flight""",10,Couple Leisure,Business Class,San Francisco to London,October 2019,5,5,5,5,4,yes
Jonathan Rodden,27th October 2019,"""very happy with this short flight""",10,Solo Leisure,Business Class,London to Belfast,October 2019,5,5,5,5,5,yes
Darren Kinson,27th October 2019,"""Worst customer experience""",1,Couple Leisure,Economy Class,London Gatwick to Salzburg,April 2019,2,3,3,2,2,no
G Mardin,26th October 2019,"""three hours to get rebooking""",1,Business,Economy Class,Frankfurt to London,October 2019,1,4,2,1,1,no
S Pavisali,25th October 2019,"""an awesome experience""",10,Business,Economy Class,Hyderabad to San Francisco via London,October 2019,3,5,2,3,3,no
Jean-Claude Liechti,25th October 2019,"""seat are surprisingly comfortable""",2,Business,Business Class,Vancouver to London,October 2019,4,1,1,3,2,no
C Salander,25th October 2019,"""clueless staff full of attitude""",1,Solo Leisure,Economy Class,London to Malaga,October 2019,1,1,0,1,1,no
Marilena Dinca,24th October 2019,"""Extremely poor communication""",3,Business,Economy Class,Brussels to London,October 2019,4,4,0,1,2,no
N Keale,20th October 2019,"""The seat was uncomfortable""",1,Couple Leisure,Premium Economy,London to Singapore,October 2019,1,1,1,3,1,no
A Tarneyso,20th October 2019,"""did not mention it was normal coffee""",2,Solo Leisure,Premium Economy,Kuala Lumpur to Glasgow via London,October 2019,5,1,2,2,1,no
Mark Ellwood,20th October 2019,"""crew were very attentive""",10,Couple Leisure,Business Class,London Heathrow to Seychelles,October 2019,5,5,5,5,5,yes
Cameron Sprincz,19th October 2019,"""45 minutes before my bag came""",1,Couple Leisure,Economy Class,Edinburgh to London Heathrow,October 2019,3,3,0,1,1,no
Salem Ghawi,16th October 2019,"""comfortable seats""",8,Couple Leisure,Economy Class,Amman to London,September 2019,4,4,4,4,4,yes
H Smith,16th October 2019,"""glorified budget airline""",5,Business,Economy Class,London to Athens,October 2019,3,2,0,4,2,no
Mark Donadio,16th October 2019,"""easily the most cramped space I have ever flown""",1,Couple Leisure,Economy Class,New York JFK to London,October 2019,1,2,1,1,1,no
C Jordan,15th October 2019,"""Seats were uncomfortable""",2,Couple Leisure,Premium Economy,Buenos Aires to London Heathrow,September 2019,1,3,1,4,1,no
Luis Casasola,13th October 2019,"""It’s almost like a low cost""",8,Solo Leisure,Economy Class,Mexico City to Barcelona via London Heathrow,September 2019,5,4,4,4,3,yes
Alan Thompson,12th October 2019,"""Couldn’t ask for more""",9,Couple Leisure,Economy Class,Bari to London Gatwick,September 2019,4,5,4,4,5,yes
D Webb,12th October 2019,"""zero feeling of comfort""",4,Couple Leisure,Premium Economy,Abu Dhabi to London Heathrow,September 2019,1,3,1,4,1,no
Stew Oliver,11th October 2019,"""they were really good""",9,Couple Leisure,Economy Class,London Heathrow to Abu Dhabi,October 2019,5,5,5,5,4,yes
Mirco Roberto Rosa,11th October 2019,"""cancelled and rescheduled""",2,Couple Leisure,Economy Class,Johannesburg to Amsterdam via London,September 2019,4,5,1,1,2,no
P Jacobs,9th October 2019,"""the experience was outstanding""",10,Business,Business Class,Dubai to London Heathrow,September 2019,5,5,5,5,4,yes
A Allam,9th October 2019,"""first and definitely last time""",1,Solo Leisure,Economy Class,Istanbul to New York via London,October 2019,3,3,3,1,1,no
P Kan,9th October 2019,"""appreciate your excellent service""",10,Couple Leisure,Economy Class,Rome to London Heathrow,October 2019,2,5,5,5,5,yes
A King,9th October 2019,"""one of the worst experiences""",1,Business,Economy Class,London to Athens,October 2019,1,3,0,1,1,no
D Wheeler,8th October 2019,"""seats on the flight were comfortable""",8,Solo Leisure,Economy Class,London Heathrow to Newcastle,October 2019,4,4,0,5,4,yes
R Roosman,8th October 2019,"""seats are incredibly uncomfortable""",6,Solo Leisure,Economy Class,Calgary to Gothenburg via London,September 2019,1,4,3,4,3,yes
Gia Robertson,7th October 2019,"""such a pleasant experience""",10,Family Leisure,Economy Class,Kuala Lumpur to London,October 2019,5,5,5,5,5,yes
John Prescott,6th October 2019,"""Another pleasant flight""",8,Couple Leisure,Business Class,Austin to London,October 2019,3,3,3,3,4,yes
M Jones,6th October 2019,"""Better than I was expecting""",7,Couple Leisure,Premium Economy,London to Kuala Lumpur,August 2019,5,4,3,4,4,yes
Kirill Grin,3rd October 2019,"""zero customer service""",1,Couple Leisure,Premium Economy,Newark to Madrid via London,October 2019,3,3,1,3,3,no
Dennis Le Quesne,2nd October 2019,"""there is no lounge at Kos""",5,Couple Leisure,Business Class,Kos to Gatwick,October 2019,4,3,2,1,3,no
Malcolm Kaye,2nd October 2019,"""Club Europe had no advantages""",4,Business,Business Class,Gatwick to Alicante,September 2019,5,5,5,2,5,yes
Christopher Neep,1st October 2019,"""Very enjoyable flight""",9,Solo Leisure,Premium Economy,Vancouver to London,September 2019,5,5,4,4,4,yes
David Power,30th September 2019,"""No room to move""",1,Couple Leisure,Economy Class,Gatwick to Alicante,September 2019,1,3,0,3,1,no
Rosemary Prescott,28th September 2019,"""staff wonderful. cheerful, efficient""",10,Couple Leisure,Business Class,London Heathrow to Austin,September 2019,4,5,4,3,5,yes
P James,28th September 2019,"""it was the most enjoyable flight""",8,Couple Leisure,Business Class,London Heathrow to Austin,September 2019,4,4,4,4,4,yes
Steve Lyons,27th September 2019,"""I never received the refund""",1,Couple Leisure,Economy Class,London Gatwick to Jersey,September 2019,0,0,0,0,1,no
David Ellis,26th September 2019,"""not too bad, all in all""",7,Couple Leisure,Business Class,Cephalonia to London,September 2019,3,4,4,3,3,yes
E Olivieri,26th September 2019,"""Delays after delays""",1,Family Leisure,Economy Class,Chicago to Zurich via London,August 2019,1,4,1,1,3,no
C Andrews,23rd September 2019,"""a great flight""",9,Solo Leisure,Business Class,Glasgow to London,September 2019,4,5,5,5,5,yes
M Irving,21st September 2019,"""the value was very good""",9,Solo Leisure,Economy Class,London Heathrow to Berlin Tegel,September 2019,5,5,3,3,5,yes
S Deane,19th September 2019,"""Abysmal customer services""",1,Couple Leisure,Business Class,London to Milan,September 2019,1,1,0,1,1,no
H Shaw,19th September 2019,"""no different to a budget airline""",3,Business,Economy Class,London to Geneva,September 2019,4,2,1,4,2,no
S Hasima,18th September 2019,"""wanted to change our departure date""",4,Couple Leisure,Business Class,Los Angeles to Istanbul via London,September 2019,2,4,1,1,1,no
Orna Kaplan,17th September 2019,"""a nightmare""",5,Family Leisure,Premium Economy,Phoenix to Tel Aviv via London,August 2019,3,5,3,1,1,no
David Ellis,16th September 2019,"""lacklustre at best""",5,Couple Leisure,Business Class,London to Kefalonia,September 2019,3,2,2,3,3,no
K Thayne,16th September 2019,"""don’t know which airline is at fault""",1,Solo Leisure,Economy Class,London to Dublin,September 2019,2,5,0,1,3,no
M Dean,15th September 2019,"""decline in the service level""",1,Couple Leisure,Business Class,Hong Kong to London,September 2019,3,4,1,1,1,no
P Varamos,15th September 2019,"""suitcase was 4cm oversize""",1,Couple Leisure,Economy Class,Gatwick to Seville,September 2019,3,3,0,1,1,no
David Taylor,14th September 2019,"""Full credit to the crew""",5,Business,Economy Class,London Heathrow to Abuja Nigeria,September 2019,3,4,1,1,2,no
Alex Blackstock,13th September 2019,"""What an awful plane""",4,Solo Leisure,Economy Class,London to Bangkok,September 2019,2,3,4,4,3,no
W Dawson,12th September 2019,"""inflight service was top notch""",10,Couple Leisure,Business Class,Belfast to San Francisco via London,August 2019,5,5,5,5,5,yes
Tony McLaughlin,11th September 2019,"""Still recommended by me""",9,Couple Leisure,Economy Class,London to Gothenburg,September 2019,4,4,0,4,4,yes
L Sawden,10th September 2019,"""a waste of money""",1,Family Leisure,Business Class,Orlando to Gatwick,July 2019,1,1,1,1,1,no
K Pellberg,10th September 2019,"""welcome wasn’t especially friendly""",3,Solo Leisure,Business Class,Mahe to Stockholm via London,September 2019,1,2,2,1,2,no
John Allan,8th September 2019,"""been upgraded to Club World""",8,Couple Leisure,Business Class,Glasgow to Tampa via Gatwick,September 2019,4,5,3,5,4,yes
S Bailey,7th September 2019,"""standards on BA have plummeted""",2,Family Leisure,Economy Class,Orlando to Gatwick,September 2019,2,3,1,3,1,no
M Leyton,6th September 2019,"""Good value flight""",8,Family Leisure,Economy Class,London to Abu Dhabi,August 2019,3,4,5,4,4,yes
Michael Papalamprou,6th September 2019,"""not worth the money""",2,Couple Leisure,Business Class,London to St Petersburgh,August 2019,1,3,1,5,1,no
E Piers,4th September 2019,"""the food was horrendous""",4,Business,Premium Economy,Sydney to London via Singapore,May 2019,4,2,1,4,3,no
J. Knopf,4th September 2019,"""buyer beware""",2,Couple Leisure,Business Class,London to Johannesburg,September 2019,1,1,0,1,1,no
A Foster,1st September 2019,"""a waste of money""",2,Family Leisure,Business Class,Palma de Mallorca to London Heathrow,August 2019,1,3,2,3,1,no
Rangamani Vinjamoor,29th August 2019,"""trip has been really smooth""",10,Family Leisure,Economy Class,Chennai to London,August 2019,5,5,4,5,5,yes
Alison Beck,28th August 2019,"""she looked after me so well""",10,Solo Leisure,Economy Class,Edinburgh to Kuala Lumpur via London,July 2019,5,5,5,5,5,yes
N Trabolini,28th August 2019,"""feel worthless as a customer""",1,Business,Business Class,London City to Amsterdam,July 2019,3,3,0,1,1,no
Hungpin Hsieh,26th August 2019,"""asked them to cancel my ticket""",1,Solo Leisure,Economy Class,Dublin to Mauritius via London,February 2019,0,0,0,0,1,no
Shixin Chu,25th August 2019,"""Overall, the journey was great""",9,Family Leisure,First Class,London to Shanghai,August 2019,5,5,4,5,5,yes
M Simpson,24th August 2019,"""you will not be able to get any help""",2,Business,Business Class,Chicago to Heathrow via Barcelona,August 2019,3,3,3,1,3,no
Natalie James-Deegan,24th August 2019,"""They were beyond amazing!""",10,Family Leisure,Economy Class,New Orleans to London,November 2018,5,5,5,5,5,yes
O Morton,23rd August 2019,"""flight was cancelled 3 days in a row""",1,Family Leisure,Premium Economy,Boston to Copenhagen via London,June 2019,1,1,1,1,1,no
Andrew Miao,23rd August 2019,"""service was totally unacceptable""",2,Couple Leisure,Economy Class,Hong Kong to Copenhagen via London,August 2019,3,2,0,1,2,no
A Norton,22nd August 2019,"""customer service is increasingly low cost in feel""",6,Business,Business Class,London Gatwick to San Jose Costa Rica,July 2019,1,3,4,5,1,no
Nakul Borade,21st August 2019,"""crew were very helpful""",5,Solo Leisure,Economy Class,London to Dubai,August 2019,3,4,3,1,3,no
Harry Aronowicz,21st August 2019,"""Crew on board very friendly and helpful""",10,Family Leisure,Business Class,Toronto to Pisa London Heathrow,August 2019,4,5,5,5,5,yes
T Jackson,21st August 2019,"""crew were welcoming and informative""",9,Family Leisure,Economy Class,London Heathrow to Venice Marco Polo,August 2019,4,5,0,4,4,yes
Robert Young,20th August 2019,"""would do everything to never fly British Airways again""",1,Couple Leisure,Premium Economy,Chicago to London,August 2019,2,4,2,1,3,no
T Lasegiou,17th August 2019,"""aircraft was narrow""",3,Family Leisure,Economy Class,London to Larnaca,August 2019,1,3,0,2,1,no
Duane Wade,15th August 2019,"""Excellent customer service""",10,Family Leisure,Economy Class,Gatwick to Orlando,July 2019,4,5,4,5,4,yes
Chun Sing Poon,14th August 2019,"""There is enough legroom2",6,Family Leisure,Economy Class,London to Munich,August 2019,4,4,0,2,3,yes
